"GEOID","COUNTY","POWERCO","POP07","POP08","POP09","POP10","POP11","MEDIANAGE","AGEDUMMY","PCTWHITE","HHTOT","HHSIZE","HHBYPOP07","HHBYPOP08","HHBYPOP09","HHBYPOP10","HHBYPOP11","HHNONRENT","HHPCTRENTEROCCUPIED","CITYSOLARPOT","PCTWEALTHY","MEDIANINCOME","PWRPRICE2007","PWRPRICE2008","PWRPRICE2009","PWRPRICE2010","PWRPRICE2011","HHS_OO07","HHS_OO08","HHS_OO09","HHS_OO10","PCTWEALTHOOH07","PCTWEALTHOOH08","PCTWEALTHOOH09","PCTWEALTHOOH10","TOTALOOH07","TOTALOOH08","TOTALOOH09","TOTALOOH10","TOTALHH07","TOTALHH08","TOTALHH09","TOTALHH10","PCTVET07","PCTVET08","PCTVET09","PCTVET10","PCTBS07","PCTBS08","PCTBS09","PCTBS10","PCTBS_FULL","PCTGRAD_FULL","PCTVETERANS","REP","city"
600296,"San Bernardino","SCE",29181,30526,31087,31764,31671,25.2999992370605,0,43.7999992370605,7809,3.83999991416931,7599.22021484375,7949.47998046875,8095.56982421875,8271.8798828125,8247.66015625,5790,42.2000007629395,6.35,1.874,31594,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.374,3.563,3.646,3.693,0.055736882,0.053024825,0.060559796,0.138922156,3983,4149,3930,4175,6576,6929,6576,7164,0.061362266,0.059318129,0.072403901,0.080956466,0.076,0.076,0.056,0.086,6.19999980926514,2,6.86999988555908,1,"Adelanto"
600394,"Los Angeles","SCE",20995,20770,20569,20398,20393,42.4000015258789,1,84.3000030517578,7327,2.75999999046326,7606.8798828125,7525.35986328125,7452.5400390625,7390.580078125,7388.77001953125,5973,22,5.7,42.339,87008,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.859,2.87,2.845,2.877,0.614150775,0.569257045,0.613767326,0.617104814,5611,5855,6421,5858,7108,7376,7829,7124,0.057868973,0.058347932,0.061071074,0.067184313,0.591,0.589,0.625,0.591,34.7000007629395,25,6.03000020980835,0,"Agoura Hills"
600562,"Alameda","PG&E",72031,72598,73166,73717,74081,40.7000007629395,1,50.7999992370605,30123,2.40000009536743,30012.919921875,30249.169921875,30485.830078125,30715.419921875,30867.080078125,16716,51.9000015258789,5.26,22.578,56285,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,2.518,2.439,2.465,2.519,0.489046082,0.52549314,0.509035456,0.517985612,14561,14651,13115,13622,29287,29851,27268,28444,0.091061375,0.095866149,0.085132375,0.082477671,0.455,0.449,0.456,0.451,28.3999996185303,17.2000007629395,8.35999965667725,0,"Alameda"
600674,"Alameda","PG&E",17332,17298,18196,18481,18622,37,1,54.5999984741211,7401,2.49000000953674,6960.64013671875,6946.990234375,7307.6298828125,7422.08984375,7478.7099609375,4062,51.7000007629395,5.26,18.837,54919,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8999996185303,37,4.88000011444092,0,"Albany"
600884,"Los Angeles","SCE",84096,83551,83221,83220,83450,39.2999992370605,1,28.2999992370605,29217,2.8199999332428,29821.279296875,29628.009765625,29510.990234375,29510.640625,29592.19921875,13614,59.2000007629395,5.66,9.442,39213,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.885,2.837,2.83,2.78,0.30828913,0.309525733,0.328367772,0.328989951,12631,12377,12486,11742,28535,28625,28801,28738,0.036193942,0.032474399,0.030670597,0.034345379,0.334,0.309,0.305,0.301,21.2000007629395,10.3999996185303,3.21000003814697,0,"Alhambra"
600947,"Orange","CCSE",45604,46131,46751,47411,48320,35.0999984741211,0,72,18204,2.59999990463257,17540,17742.689453125,17981.150390625,18235,18584.619140625,11712,39.2999992370605,5.64,30.828,76409,0.159999996423721,0.156000003218651,0.180999994277954,0.177000001072884,0.184000000357628,2.503,2.592,2.563,2.596,0.537151977,0.56440425,0.567960678,0.552056221,11278,11389,9969,11526,18009,17860,15990,18322,0.057432733,0.060241323,0.050127526,0.044654052,0.536,0.54,0.54,0.539,37.7999992370605,15.1999998092651,4.78999996185303,1,"Aliso Viejo"
601444,"Humboldt","PG&E",2835,2821,2812,2822,2822,39.9000015258789,1,86,1238,2.26999998092651,1248.90002441406,1242.72998046875,1238.77001953125,1243.17004394531,1243.17004394531,860,44.2000007629395,5.37,6.255,24351,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6000003814697,5.40000009536743,11.9499998092651,1,"Alturas"
601640,"Napa","PG&E",17585,18188,18731,19322,19693,35.5,0,38.9000015258789,5657,3.4300000667572,5126.81982421875,5302.6201171875,5460.93017578125,5633.240234375,5741.39990234375,4768,21.5,5.53,10.272,52105,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2999992370605,6.90000009536743,9.71000003814697,0,"American Canyon"
602000,"Orange","CCSE",329780,330659,332120,336208,341034,32.4000015258789,0,52.7000007629395,98294,3.38000011444092,97568.046875,97828.109375,98260.359375,99469.8203125,100897.6328125,53620,51.5,5.64,14.502,47122,0.159999996423721,0.156000003218651,0.180999994277954,0.177000001072884,0.184000000357628,3.173,3.175,3.136,3.145,0.363336254,0.400689853,0.382460517,0.384500498,49073,48706,47299,48208,96930,96837,96679,99664,0.059753159,0.057912861,0.054690304,0.048768616,0.221,0.224,0.223,0.234,16.3999996185303,6.69999980926514,5.30999994277954,1,"Anaheim"
602042,"Shasta","PG&E",9919,9846,9969,9937,10005,34.0999984741211,0,83.3000030517578,3944,2.51999998092651,3936.11010742188,3907.13989257812,3955.94995117188,3943.25,3970.23999023438,2155,52.0999984741211,5.52,1.461,24558,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69999980926514,3.40000009536743,11.8000001907349,1,"Anderson"
602252,"Contra Costa","PG&E",99098,99854,100956,102277,103054,33.7999992370605,0,48.9000015258789,32252,3.15000009536743,31459.6796875,31699.6796875,32049.51953125,32468.890625,32715.560546875,23348,35.7000007629395,5.36,19.086,60359,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,3.027,2.99,3.022,2.947,0.359550562,0.397590361,0.36895372,0.344114688,23496,22327,21046,19880,32217,31369,31098,31515,0.09521918,0.083213056,0.077694703,0.076788394,0.209,0.208,0.206,0.194,15.3999996185303,4.69999980926514,8.06999969482422,0,"Antioch"
602364,"San Bernardino","SCE",69127,68776,68828,69089,69668,37,1,69.0999984741211,23598,2.91000008583069,23754.98046875,23634.359375,23652.23046875,23741.919921875,23940.890625,18816,30.8999996185303,6.35,9.698,40421,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.787,2.729,2.762,2.755,0.232324478,0.256556804,0.276966617,0.275872936,16223,15747,15547,15866,22697,22928,22592,22752,0.150633042,0.127225014,0.120903191,0.12440837,0.159,0.16,0.155,0.171,9.80000019073486,6.40000009536743,13.4399995803833,1,"Apple Valley"
602462,"Los Angeles","SCE",55607,55707,55975,56304,56548,43.0999984741211,1,32.2999992370605,19592,2.82999992370605,19649.119140625,19684.44921875,19779.150390625,19895.41015625,19981.630859375,13465,36.9000015258789,5.66,23.861,56100,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.932,2.978,2.937,2.919,0.494889937,0.512724072,0.518174981,0.502913268,12720,12496,11967,12014,19618,19398,19019,19334,0.054918795,0.056645404,0.055765747,0.053061505,0.491,0.507,0.521,0.535,33.0999984741211,19.2000007629395,5.15000009536743,0,"Arcadia"
602476,"Humboldt","PG&E",17044,17079,17148,17211,17318,26.1000003814697,0,81.8000030517578,7381,2.09999990463257,8116.18994140625,8132.85986328125,8165.7099609375,8195.7099609375,8246.669921875,2860,65.9000015258789,4.29,4.798,22315,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2000007629395,14.3999996185303,6.71999979019165,0,"Arcata"
602868,"San Luis Obispo","PG&E",16874,17061,17201,17237,17365,45.4000015258789,1,85.3000030517578,7087,2.41000008583069,7001.66015625,7079.25,7137.33984375,7152.27978515625,7205.39013671875,5227,33.9000015258789,5.78,14.665,48236,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6000003814697,12.5,14.460000038147,1,"Arroyo Grande"
602896,"Los Angeles","SCE",16628,16544,16508,16514,16579,38.2000007629395,1,39,4535,3.50999999046326,4737.31982421875,4713.39013671875,4703.1298828125,4704.83984375,4723.35986328125,2685,44.4000015258789,5.54,10.452,44500,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2000007629395,4.30000019073486,4.84999990463257,0,"Artesia"
602924,"Kern","PG&E",17685,18332,18800,19270,19596,24,0,53.0999984741211,4228,4.48000001907349,3947.5400390625,4091.9599609375,4196.43017578125,4301.33984375,4374.10986328125,2509,46.5,5.6,1.96,23674,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79999995231628,0.899999976158142,1.0900000333786,1,"Arvin"
603064,"San Luis Obispo","PG&E",27662,28281,28244,28274,28662,41,1,86.4000015258789,10737,2.50999999046326,11020.7197265625,11267.330078125,11252.58984375,11264.5400390625,11419.1201171875,7595,36.4000015258789,6.04,10.992,48725,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,2.52,2.391,2.482,2.501,0.326035966,0.327731092,0.37744094,0.379407806,6395,6188,7323,7430,10531,10284,10630,10259,0.133471713,0.153286442,0.118867925,0.110735268,0.238,0.269,0.284,0.287,18.2999992370605,9.10000038146973,12.1000003814697,1,"Atascadero"
603092,"San Mateo","PG&E",6917,6940,6898,6921,6917,48.2000007629395,1,80.5,2330,2.79999995231628,2470.36010742188,2478.57006835938,2463.57006835938,2471.7900390625,2470.36010742188,2316,9.19999980926514,5.39,75.136,200001,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,42.2000007629395,9.94999980926514,0,"Atherton"
603162,"Merced","PG&E",27706,27618,27677,28169,28377,30,0,65.4000015258789,8838,3.1800000667572,8712.580078125,8684.91015625,8703.4599609375,8858.1796875,8923.580078125,5838,44.5,5.73,6.177,37344,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,3.032,3.053,2.992,3.063,0.222737389,0.211591356,0.230421328,0.192554241,5392,5090,4201,4056,9187,8838,8196,8105,0.120237981,0.120985329,0.094121588,0.100259572,0.122,0.108,0.105,0.121,8.60000038146973,3.59999990463257,10.6499996185303,0,"Atwater"
603204,"Placer","PG&E",12993,13079,13232,13307,13410,45.4000015258789,1,89,5759,2.26999998092651,5723.7900390625,5761.669921875,5829.06982421875,5862.10986328125,5907.490234375,3768,41.2000007629395,5.38,14.777,48999,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6000003814697,12.8999996185303,9.86999988555908,1,"Auburn"
603274,"Los Angeles","SCE",3594,3633,3674,3719,3771,37.7000007629395,1,62,1473,2.52999997138977,1420.55004882812,1435.96997070312,1452.17004394531,1469.9599609375,1490.51000976562,1176,74,5.57,11.082,39327,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7.30000019073486,3.05999994277954,0,"Avalon"
603302,"Kings","SCE",16389,16184,15456,15731,15094,34.2000007629395,0,39,2222,4.09000015258789,4007.09008789062,3956.96997070312,3778.96997070312,3846.2099609375,3690.4599609375,1199,54.5,5.84,2.75,29710,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.899999976158142,3.08999991416931,1,"Avenal"
603386,"Los Angeles","SCE",46133,46117,46227,46382,46399,29.2999992370605,0,57.5999984741211,12716,3.4300000667572,13449.849609375,13445.1904296875,13477.259765625,13522.4501953125,13527.41015625,7472,46.5,5.66,8.015,39191,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.082,2.973,2.925,3.056,0.253674392,0.257334696,0.254312823,0.23764853,7076,6851,6956,6396,13123,13159,13361,12529,0.054907284,0.050095763,0.042524579,0.04190743,0.162,0.161,0.182,0.182,12.6999998092651,5.90000009536743,4.44000005722046,0,"Azusa"
603526,"Kern","PG&E",327006,333809,340997,346782,351443,30,0,56.7999992370605,111132,3.09999990463257,105485.8125,107680.3203125,109999.03125,111865.15625,113368.7109375,75916,40.2999992370605,5.6,10.029,39982,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,3.021,3.008,3.022,2.986,0.276590164,0.291798238,0.293029267,0.304136979,61000,60487,58803,63718,100108,102765,100268,107557,0.076568853,0.075591463,0.075559325,0.077350079,0.197,0.195,0.189,0.196,13.1999998092651,6.69999980926514,7.71000003814697,1,"Bakersfield"
603666,"Los Angeles","SCE",76264,76066,75666,75490,75664,30.5,0,43.9000015258789,17189,4.3600001335144,17491.740234375,17446.330078125,17354.58984375,17314.220703125,17354.130859375,10900,39.7999992370605,5.66,7.922,41629,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.976,3.811,3.819,3.814,0.165307185,0.207692308,0.197326603,0.208273208,11524,10920,10698,10395,17557,17466,17431,17330,0.028248175,0.024999531,0.023646488,0.023824535,0.099,0.111,0.109,0.121,8.5,3.09999990463257,2.6800000667572,0,"Baldwin Park"
603820,"Riverside","SCE",28634,28695,29144,29492,29844,42.2999992370605,1,64.6999969482422,10838,2.60999989509583,10970.8798828125,10994.25,11166.2802734375,11299.6201171875,11434.48046875,8718,31.6000003814697,5.99,5.005,32076,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.287,2.337,2.218,2.101,0.122953892,0.138755376,0.117035754,0.084777518,8003,7906,8083,8540,11048,10935,11806,12507,0.151051625,0.143683023,0.136327328,0.136537552,0.145,0.155,0.162,0.176,11.6000003814697,6,14.5600004196167,1,"Banning"
604030,"San Bernardino","SCE",22547,22361,22565,22513,22839,31.1000003814697,0,52.2999992370605,8085,2.75,8198.91015625,8131.27001953125,8205.4501953125,8186.5498046875,8305.08984375,5434,51,6.37,6.128,35069,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.735,2.636,2.764,2.583,0.17552658,0.220900397,0.199222546,0.161079865,3988,4287,4116,4445,8158,8302,8180,8290,0.167925003,0.194088153,0.211854015,0.207340554,0.109,0.09,0.092,0.085,5.19999980926514,4.09999990463257,19.5100002288818,1,"Barstow"
604758,"Riverside","SCE",29668,33002,34387,36468,38195,32.5,0,62.7999992370605,11801,3.07999992370605,9632.4697265625,10714.9404296875,11164.6103515625,11840.259765625,12400.9697265625,9953,25,5.99,5.015,29721,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.121,2.764,2.832,2.803,0.237108315,0.280494263,0.268038618,0.285902793,4053,5665,7872,9094,6612,8488,10753,11869,0.081911263,0.093610616,0.104964476,0.106312564,0.152,0.216,0.246,0.269,15.1999998092651,9,10.0699996948242,1,"Beaumont"
604870,"Los Angeles","SCE",36219,35803,35630,35538,35577,28.8999996185303,0,53.7999992370605,8870,3.9300000667572,9216.0302734375,9110.1796875,9066.16015625,9042.75,9052.669921875,2917,71,5.54,3.795,29946,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.852,3.692,3.778,3.851,0.179487179,0.187212864,0.15896081,0.146607431,2769,2612,2271,2476,8869,8964,9071,8996,0.042659477,0.043277382,0.031280992,0.029180792,0.034,0.03,0.044,0.039,2.79999995231628,1,3.36999988555908,0,"Bell"
604996,"Los Angeles","SCE",42868,42551,42288,42176,42188,27.2999992370605,0,49.5,9655,4.30999994277954,9946.169921875,9872.6201171875,9811.599609375,9785.6103515625,9788.400390625,2649,76,5.54,3.78,30597,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.857,3.812,3.783,3.55,0.139229422,0.140160643,0.141432792,0.104525431,2284,2490,2708,2497,9741,9605,10053,10186,0.013032844,0.014355664,0.008439583,0.007465706,0.036,0.042,0.059,0.049,3.79999995231628,0.800000011920929,0.819999992847443,0,"Bell Gardens"
604982,"Los Angeles","SCE",75787,75911,76220,76531,76840,31.8999996185303,0,42.2000007629395,23651,3.21000003814697,23609.66015625,23648.2890625,23744.55078125,23841.4296875,23937.689453125,10705,60,5.54,8.105,39362,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.099,3.06,3.047,3.147,0.313489954,0.307483141,0.304185433,0.282032005,9407,9194,9103,9311,23701,23443,22862,23883,0.064584197,0.059803266,0.066243709,0.055567933,0.164,0.173,0.181,0.175,13.8000001907349,3.90000009536743,6.19999980926514,0,"Bellflower"
605108,"San Mateo","PG&E",25189,25427,25634,25821,26031,40.9000015258789,1,67.5999984741211,10575,2.39000010490417,10539.330078125,10638.91015625,10725.51953125,10803.76953125,10891.6298828125,6733,40.5999984741211,5.39,38.717,80905,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,2.566,2.543,2.634,2.691,0.641146866,0.646770108,0.614464011,0.626246381,6557,6316,5849,6218,10490,10279,9801,10267,0.070011728,0.07722345,0.075018323,0.063085976,0.594,0.583,0.557,0.575,33,24.5,7.09999990463257,0,"Belmont"
605164,"Marin","PG&E",2046,2053,2057,2066,2083,54,1,93.8000030517578,928,2.23000001907349,917.489990234375,920.630004882812,922.419982910156,926.460021972656,934.080017089844,812,25.1000003814697,5.26,59.167,130796,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2999992370605,37.7999992370605,14.9899997711182,0,"Belvedere"
605290,"Solano","PG&E",27119,27122,27130,27203,27118,42.9000015258789,1,72.5,10686,2.51999998092651,10761.509765625,10762.7001953125,10765.8701171875,10794.83984375,10761.1103515625,8156,29.5,5.36,28.106,67617,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,2.561,2.542,2.585,2.506,0.527934888,0.534583156,0.51017399,0.502981556,7249,7041,6782,7211,9882,9923,10021,10814,0.105290537,0.113332292,0.10984656,0.122332389,0.47,0.433,0.404,0.376,25.8999996185303,15.3000001907349,12.0299997329712,0,"Benicia"
606000,"Alameda","PG&E",108721,109762,110982,112363,114046,31,0,59.5,46029,2.17000007629395,50101.83984375,50581.5703125,51143.78125,51780.1796875,52555.76171875,22271,59.0999984741211,5.26,20.781,44485,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,2.269,2.304,2.356,2.369,0.478907313,0.531498657,0.522047875,0.541328026,19841,19731,17462,18087,43132,42631,38887,43536,0.044350536,0.043849301,0.044909016,0.039328919,0.654,0.671,0.679,0.684,31.1000003814697,37.0999984741211,4.03999996185303,0,"Berkeley"
606308,"Los Angeles","SCE",34210,34028,34084,34136,34210,43.5999984741211,1,82.4000015258789,14869,2.28999996185303,14938.8603515625,14859.3896484375,14883.83984375,14906.5498046875,14938.8603515625,8086,55.9000015258789,5.7,37.864,70945,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.696,2.622,2.616,2.487,0.598855508,0.648082133,0.662740036,0.627862924,6990,7013,6197,5807,14557,15031,14267,14890,0.056200784,0.053733674,0.04482203,0.048121769,0.603,0.581,0.549,0.551,33.0999984741211,26.1000003814697,4.88000011444092,0,"Beverly Hills"
606434,"San Bernardino","SCE",5309,5227,5136,5048,5051,46.0999984741211,1,83.8000030517578,2187,2.27999997138977,2328.51000976562,2292.5400390625,2252.6298828125,2214.0400390625,2215.35009765625,8789,41.9000015258789,5.99,10.937,34447,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8000001907349,11.3000001907349,13.9799995422363,1,"Big Bear Lake"
606560,"Butte","PG&E",1714,1702,1705,1711,1714,35.0999984741211,0,76.3000030517578,565,3.01999998092651,567.549987792969,563.580017089844,564.570007324219,566.559997558594,567.549987792969,444,30.6000003814697,5.37,3.901,33250,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1,9.23999977111816,1,"Biggs"
606798,"Mono","SCE",3760,3794,3823,3865,3893,38.9000015258789,1,73.9000015258789,1748,2.16000008583069,1740.73999023438,1756.47998046875,1769.91003417969,1789.34997558594,1802.31005859375,854,61.2999992370605,5.89,5.64,27338,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3999996185303,9,14.2200002670288,1,"Bishop"
607162,"Humboldt","PG&E",1216,1221,1236,1247,1265,38.2999992370605,1,87.3000030517578,542,2.30999994277954,526.409973144531,528.570007324219,535.059997558594,539.830017089844,547.619995117188,331,44.5,4.31,1.172,32500,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3999996185303,6.90000009536743,5.92999982833862,0,"Blue Lake"
607218,"Riverside","SCE",21876,20817,20460,20882,20158,38,1,59.5,4513,2.86999988555908,7622.2998046875,7253.31005859375,7128.919921875,7275.9599609375,7023.68994140625,3318,47.7999992370605,6.35,4.983,35324,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.694,2.757,2.869,3.037,0.177574171,0.244974287,0.347547974,0.347980998,2292,2139,2814,2526,4712,4253,4835,4307,0.076093329,0.07984697,0.075111394,0.085651188,0.062,0.063,0.093,0.084,5.30000019073486,2.09999990463257,8.47000026702881,0,"Blythe"
607946,"Los Angeles","SCE",977,999,1017,1039,1059,49.0999984741211,1,62.2000007629395,354,2.96000003814697,330.070007324219,337.5,343.579986572266,351.010009765625,357.769989013672,353,13.3000001907349,5.66,50.342,100454,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4000015258789,15.8000001907349,5.96000003814697,1,"Bradbury"
608058,"Imperial","SCE",23443,24157,24476,24937,25304,30.2000007629395,0,54.4000015258789,7623,3.25,7213.22998046875,7432.919921875,7531.080078125,7672.919921875,7785.85009765625,4578,47.9000015258789,6.23,6.698,31277,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.293,3.274,3.237,3.346,0.213874346,0.258872651,0.248192074,0.226023847,3820,3353,3457,3858,7367,7193,6807,7221,0.048826057,0.038710458,0.048373751,0.04321969,0.081,0.089,0.121,0.116,7.19999980926514,2.90000009536743,4.48000001907349,0,"Brawley"
608100,"Orange","SCE",38662,38922,39088,39259,40065,38.7000007629395,1,67.0999984741211,14266,2.75,14058.91015625,14153.4501953125,14213.8203125,14276,14569.08984375,9785,35,5.66,21.926,59759,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,2.789,2.798,2.797,2.838,0.452877231,0.518634886,0.493261751,0.478367959,10027,9230,9127,9338,14415,14026,14212,14502,0.083682858,0.071964956,0.061443776,0.067578842,0.388,0.413,0.418,0.412,26.2000007629395,14.6999998092651,7.03999996185303,1,"Brea"
608142,"Los Angeles","SCE",47846,49710,50997,51453,52029,35.5999984741211,0,67.9000015258789,16494,3.10999989509583,15384.5703125,15983.919921875,16397.75,16544.369140625,16729.580078125,13609,23.7000007629395,5.42,25.311,69198,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.053,3.034,3.115,3.103,0.456199461,0.532778702,0.506702413,0.500706156,11872,12020,12309,12037,14001,15002,15322,15336,0.094025028,0.092544177,0.08782205,0.09287,0.268,0.284,0.285,0.286,19.5,8.69999980926514,9.46000003814697,0,"Brentwood"
608310,"San Mateo","PG&E",3948,4065,4185,4268,4328,41.7000007629395,1,60.2000007629395,1821,2.33999991416931,1687.18005371094,1737.18005371094,1788.4599609375,1823.93005371094,1849.56994628906,1282,35.7999992370605,5.26,31.125,63684,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7000007629395,13.8000001907349,6.07999992370605,0,"Brisbane"
608758,"Santa Barbara","PG&E",4653,4695,4744,4843,4878,39.0999984741211,1,81,1761,2.74000000953674,1698.18005371094,1713.5,1731.39001464844,1767.52001953125,1780.2900390625,1310,30.3999996185303,5.59,11.798,48490,0.151999995112419,0.150000005960464,0.163000002503395,0.163000002503395,0.157000005245209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6999998092651,7.30000019073486,10.3999996185303,0,"Buellton"
608786,"Orange","SCE",79028,79302,79923,80477,80868,35.0999984741211,0,45.2999992370605,23686,3.36999988555908,23450.44921875,23531.75,23716.01953125,23880.419921875,23996.439453125,14365,43.2999992370605,5.66,13.098,50336,0.148000001907349,0.150000005960464,0.155000001192093,0.158999994397163,0.159999996423721,3.153,3.262,3.217,3.263,0.334798381,0.359172374,0.36179179,0.402680281,14334,13726,12814,12536,23641,23441,21739,22587,0.077455048,0.070817947,0.064255259,0.058707045,0.249,0.249,0.249,0.268,20.7999992370605,5.80000019073486,6.53999996185303,0,"Buena Park"
